Apartment,sqft_Floor_Area,Bedrooms,Attached_Bathrooms,Balcony,Pantry_and_Kitechen,Living_area_Launch,Made_s_room,Washing_Room,Store_Room,A_C,TwentyFour_hours_Security,Swimming_pool,Gym,Roof_Terrace,Location,Car_parkings,price_Million
447 Luna Tower - Type C2 (2 bedrooms),2000,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,1856,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
"Altair, 03 Bedroom Unfurnished Appartment for...",2250,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
"On320, 02 Bedroom Fully Furnished Apartment For...",1770,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2430,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
OnThree20 03 BedRoom Furnished Apartment for Sale...,2524,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Apartment for Sale - The Residences at One Galle...,2200,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Shangri La Apartment 2 Bedroom Furnished Apartment...,2289,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,1750,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
2BR Quality Modern Luxury Living at the Heart...,1870,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Move into one of the finest units at Shangri-La...,2051,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
"Penthouses in Colombo for sale Shangri-La, CCC,...",2569,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",3150,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
2 Bedroom Apartment for Sale in One Galle Face...,1980,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Shangri-la Apartment for Sale,1850,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Brand New 02 Bedroom Untouched Apartment for sale...,2000,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Luxury Apartment For Sale in Colombo 1,1800,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Apartment for Sale in Shangri-la Residence / One...,2250,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
Two bedrooms apartment for sale in Shangri-la...,2180,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
"447 Luna Tower - Union Place, Colombo 02 | Type...",2206,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.28571429
"447 Luna Tower - Union Place, Colombo 02 - Type...",1914,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.17857143
On320 2 Bedroom Furnished Apartment for ...,1800,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,19.07142857
55 Million value Apartment selling for 50 Million...,2289,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,19.07142857
Best Price | 2 bedroom large layout | furnished...,5405,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.97660714
Luxury Apartment for Sale in Colombo 2 CA585,2120,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.96428571
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.96428571
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,2710,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.96428571
Luxury 4 Bedroom apartment for sale in Colombo...,1760,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.85714286
3bed with 2 car parks at On320,3913,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.85714286
Furnished Brand New - 3 Bedrooms At Altair,3675,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.85714286
Beira / Ocean View Luxury Apartment at Capitol...,2000,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
447 Luna Tower - Type C2 (2 bedrooms),1780,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,1800,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
"On320, 02 Bedroom Fully Furnished Apartment For...",2145,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
447 Luna Tower 02 Bedroom Unfurnished Apartment...,3565,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Apartment for Sale - The Residences at One Galle...,2080,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,2700,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
2BR Quality Modern Luxury Living at the Heart...,1800,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,2061,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Move into one of the finest units at Shangri-La...,1825,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",10000,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Shangri-la Apartment for Sale,1840,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,2600,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Brand New 02 Bedroom Untouched Apartment for sale...,4300,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
SHANGRI-LA Two Bedroom Apartment For Sale,2365,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Luxury Apartment For Sale in Colombo 1,1950,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Apartment for Sale in Shangri-la Residence / One...,2075,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
"447 Luna Tower - Union Place, Colombo 02 | Type...",1804,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
"447 Luna Tower - Union Place, Colombo 02 - Type...",20000,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
447 Luna Tower - Type D (3 bedrooms),1962,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
1 Bedroom Apartment For Sale In Colombo 2 For...,2700,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Colombo.02 Shangri La 02 Bedroom Apartment For...,2625,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
OnThree20 - 04 Bedroom Apartment for Sa...,3900,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Altair 4 Bedroom Luxurious Apartment for Sale...,1835,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
On320 2 Bedroom Furnished Apartment for ...,1850,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Cinnamon Life Fully Furnished 2 Bed Apartment...,2500,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Best Price | 2 bedroom large layout | furnished...,1720,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Luxury Apartment for Sale in Colombo 2 CA585,2061,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Luxury 4 Bedroom apartment for sale in Colombo...,2330,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
3bed with 2 car parks at On320,2275,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
Beira / Ocean View Luxury Apartment at Capitol...,1800,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
447 Luna Tower - Type D (3 bedrooms),2650,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
447 Luna Tower - Type C2 (2 bedrooms),2077,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
"Altair, 03 Bedroom Unfurnished Appartment for...",2569,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2425,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
OnThree20 03 Bedroom Furnished Apartment for Sale...,3800,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
OnThree20 03 BedRoom Furnished Apartment for Sale...,1740,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1730,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.75
OnThree20 03 BedRoom Furnished Apartment for Sale...,2350,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.64285714
Apartment for Sale - The Residences at One Galle...,3472,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.53571429
Shangri La Apartment 2 Bedroom Furnished Apartment...,2425,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.53571429
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,2990,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.53571429
The One Gall face residence (Shangri-La) For Sale...,2160,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.42857143
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,1750,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.42857143
2 Bedroom Apartment for Sale in One Galle Face...,1707,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.32142857
Luxury Apartment For Sale In One Galle Face -...,3045,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
SHANGRI-LA Two Bedroom Apartment For Sale,2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Apartment for Sale in Shangri-la Residence / One...,1900,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
CINNAMON LIFE Three Bedroom Apartment for sale...,2254,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Two bedrooms apartment for sale in Shangri-la...,6040,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
"447 Luna Tower - Union Place, Colombo 02 - Type...",1850,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
447 Luna Tower - Type D (3 bedrooms),2167,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
1 Bedroom Apartment For Sale In Colombo 2 For...,1900,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Colombo.02 Shangri La 02 Bedroom Apartment For...,2180,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Altair 4 Bedroom Luxurious Apartment for Sale...,2100,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
On320 2 Bedroom Furnished Apartment for ...,4800,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Best Price | 2 bedroom large layout | furnished...,2254,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Luxury Apartment for Sale in Colombo 2 CA585,2320,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Luxury 4 Bedroom apartment for sale in Colombo...,2254,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Beira / Ocean View Luxury Apartment at Capitol...,3532,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
447 Luna Tower - Type D (3 bedrooms),1750,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
"Shangril-La, 02 Bedroom Unfurnished Apartment...",1750,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
OnThree20 03 Bedroom Furnished Apartment for Sale...,2008,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
447 Luna Tower 02 Bedroom Unfurnished Apartment...,2254,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,2502,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Apartment for Sale - The Residences at One Galle...,2710,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,2700,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
2BR Quality Modern Luxury Living at the Heart...,2557,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
The One Gall face residence (Shangri-La) For Sale...,2439,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
"Penthouses in Colombo for sale Shangri-La, CCC,...",2439,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",1750,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Shangri-la Apartment for Sale,3800,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,2990,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Colombo 1 One Galle Face 4BR Apartment F...,2546,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Brand New 02 Bedroom Untouched Apartment for sale...,3600,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Luxury Apartment For Sale in Colombo 1,380,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Apartment for Sale in Shangri-la Residence / One...,2145,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
CINNAMON LIFE Three Bedroom Apartment for sale...,2150,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Two bedrooms apartment for sale in Shangri-la...,2500,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
"447 Luna Tower - Union Place, Colombo 02 | Type...",2135,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
447 Luna Tower - Type D (3 bedrooms),2051,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Colombo.02 Shangri La 02 Bedroom Apartment For...,2640,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
Altair 4 Bedroom Luxurious Apartment for Sale...,2160,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.21428571
On320 2 Bedroom Furnished Apartment for ...,2225,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.10714286
55 Million value Apartment selling for 50 Million...,2266,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.10714286
Best Price | 2 bedroom large layout | furnished...,2556,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18.10714286
Luxury 4 Bedroom apartment for sale in Colombo...,2039,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18
3bed with 2 car parks at On320,1850,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18
Beira / Ocean View Luxury Apartment at Capitol...,1819,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18
447 Luna Tower - Type D (3 bedrooms),2264,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,18
447 Luna Tower - Type C2 (2 bedrooms),1860,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,18
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,3600,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.94642857
"Altair, 03 Bedroom Unfurnished Appartment for...",1875,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.89285714
"Altair, 03 Bedroom Unfurnished Appartment for...",1858,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.89285714
"On320, 02 Bedroom Fully Furnished Apartment For...",2000,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.78571429
"Shangril-La, 02 Bedroom Unfurnished Apartment...",4500,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.78571429
OnThree20 03 Bedroom Furnished Apartment for Sale...,1804,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.78571429
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1980,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.78571429
2BR Quality Modern Luxury Living at the Heart...,1875,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
"Penthouses in Colombo for sale Shangri-La, CCC,...",1826,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Shangri-la Apartment for Sale,1839,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Colombo 1 One Galle Face 4BR Apartment F...,3300,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Brand New 02 Bedroom Untouched Apartment for sale...,2775,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
SHANGRI-LA Two Bedroom Apartment For Sale,1950,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Apartment for Sale in Shangri-la Residence / One...,2384,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
CINNAMON LIFE Three Bedroom Apartment for sale...,1987,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
447 Luna Tower - Type D (3 bedrooms),1725,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
1 Bedroom Apartment For Sale In Colombo 2 For...,2145,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Colombo.02 Shangri La 02 Bedroom Apartment For...,2000,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Altair 4 Bedroom Luxurious Apartment for Sale...,3230,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Cinnamon Life 2 Bedroom Luxuriously Furnished...,2210,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Cinnamon Life Fully Furnished 2 Bed Apartment...,1903,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Best Price | 2 bedroom large layout | furnished...,3100,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Luxury Apartment for Sale in Colombo 2 CA585,2285,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,3600,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
3bed with 2 car parks at On320,3300,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
Furnished Brand New - 3 Bedrooms At Altair,1960,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
447 Luna Tower - Type D (3 bedrooms),1785,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
447 Luna Tower - Type C2 (2 bedrooms),2505,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.67857143
"Altair, 03 Bedroom Unfurnished Appartment for...",1970,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.57142857
"On320, 02 Bedroom Fully Furnished Apartment For...",1788,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.57142857
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2268,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.46428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,2350,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.46428571
447 Luna Tower 02 Bedroom Unfurnished Apartment...,2330,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
OnThree20 03 BedRoom Furnished Apartment for Sale...,2842,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
Apartment for Sale - The Residences at One Galle...,2200,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
Shangri La Apartment 2 Bedroom Furnished Apartment...,2070,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,2028,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
The One Gall face residence (Shangri-La) For Sale...,1890,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
"Penthouses in Colombo for sale Shangri-La, CCC,...",1900,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
2 Bedroom Apartment for Sale in One Galle Face...,2215,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.35714286
Shangri-la Apartment for Sale,3550,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.30357143
Luxury Apartment For Sale In One Galle Face -...,1910,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.25
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,2830,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.25
Brand New 02 Bedroom Untouched Apartment for sale...,1867,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
SHANGRI-LA Two Bedroom Apartment For Sale,2225,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Luxury Apartment For Sale in Colombo 1,2250,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Apartment for Sale in Shangri-la Residence / One...,3600,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
"447 Luna Tower - Union Place, Colombo 02 - Type...",1937,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
447 Luna Tower - Type D (3 bedrooms),1960,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
1 Bedroom Apartment For Sale In Colombo 2 For...,2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Colombo.02 Shangri La 02 Bedroom Apartment For...,1750,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
OnThree20 - 04 Bedroom Apartment for Sa...,2422,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Cinnamon Life 2 Bedroom Luxuriously Furnished...,1852,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Cinnamon Life Fully Furnished 2 Bed Apartment...,2160,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
55 Million value Apartment selling for 50 Million...,3500,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Best Price | 2 bedroom large layout | furnished...,2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Luxury Apartment for Sale in Colombo 2 CA585,3190,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,1900,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Luxury 4 Bedroom apartment for sale in Colombo...,1991,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
Beira / Ocean View Luxury Apartment at Capitol...,1819,4,3,4,1,2,1,2,2,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
"Altair, 03 Bedroom Unfurnished Appartment for...",2400,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2830,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
OnThree20 03 BedRoom Furnished Apartment for Sale...,2135,4,3,4,2,3,2,3,3,Yes,Yes,No,No,No,Hulsfdorf,3,17.14285714
